Block,Average Revenue,Total Revenue,Ride Count
40.595 -74.275,136.68,546.7,4
40.85 -73.445,185.3,185.3,1
40.74 -73.74,19.79,158.36,8
41.14 -73.855,191.16,191.16,1
40.665 -74.23,6.3,12.6,2
40.81 -74.36,13.21,26.43,2
40.78 -73.29,17.16,17.16,1
40.715 -74.24,10.12,70.84,7
40.86 -74.29,8.3,8.3,1
40.755 -74.005,14.59,652488.07,44736
40.35 -74.48,100.3,300.9,3
40.505 -74.005,32.8,32.8,1
40.715 -73.955,15.56,639556.45,41103
41.21 -74.095,7.3,7.3,1
37.92 -76.27,8.8,8.8,1
40.965 -74.12,106.32,212.65,2
40.48 -75.02,9.3,9.3,1
40.66 -73.83,74.3,222.89,3
40.76 -73.75,32.09,64.18,2
40.485 -73.835,11.8,11.8,1
40.575 -73.885,25.9,77.7,3
40.68 -74.265,10.8,10.8,1
40.715 -73.79,16.73,1154.51,69
40.66 -74.015,19.27,57.82,3
40.865 -73.835,15.98,702.95,44
41.03 -74.005,134.69,134.69,1
40.785 -73.96,13.9,1331023.48,95736
40.645 -73.96,19.01,27413.37,1442
40.71 -74.16,70.01,4690.64,67
40.83 -73.845,15.73,865.29,55
40.73 -73.855,22.47,13977.36,622
41.095 -74.655,268.55,268.55,1
40.63 -74.125,6.3,6.3,1
40.735 -73.895,12.19,4971.55,408
40.77 -73.89,13.64,45187.64,3313
40.73 -73.525,110.3,110.3,1
40.645 -73.915,28.86,461.69,16
40.705 -73.25,180.3,180.3,1
40.725 -74.305,104.41,1670.56,16
41.05 -73.77,115.3,230.6,2
40.755 -73.855,34.28,8535.84,249
40.72 -73.715,58.7,293.5,5
35.345 -75.2,5.3,5.3,1
40.735 -73.74,51.33,615.93,12
40.915 -74.26,160.3,160.3,1
40.705 -73.92,16.26,47932.89,2947
40.925 -74.275,4.3,4.3,1
40.62 -74.15,107.3,107.3,1
40.66 -73.745,28.8,57.6,2
40.75 -73.66,13.3,13.3,1
41.165 -74.12,13.53,27.06,2
40.74 -73.8,21.97,197.71,9
40.885 -73.88,18.4,1287.97,70
40.76 -74.1,40.35,40.35,1
40.87 -73.85,20.47,245.65,12
36.765 -69.455,10.2,10.2,1
40.66 -73.8,29.71,1990.6,67
40.785 -73.9,16.2,48.6,3
40.655 -73.89,12.91,658.5,51
40.815 -74.005,10.53,84.23,8
41.36 -72.905,16.8,67.2,4
40.64 -73.905,18.24,656.68,36
40.7 -74.275,109.35,218.71,2
39.55 -74.54,23.8,23.8,1
40.64 -73.665,20.3,40.6,2
41.09 -73.99,48.3,48.3,1
40.835 -74.25,80.3,80.3,1
40.41 -73.96,14.76,14.76,1
40.95 -73.78,145.55,291.09,2
40.83 -74.06,20.08,40.16,2
39.525 -41.565,7.3,7.3,1
40.585 -73.92,81.42,488.5,6
40.83 -74.25,84.8,84.8,1
41.275 -73.665,148.83,297.66,2
40.59 -73.62,161.3,322.6,2
47.275 -72.35,98.3,98.3,1
40.96 -74.125,63.55,127.1,2
40.765 -74.365,7.56,7.56,1
40.115 -73.5,8.3,8.3,1
40.855 -74.025,64.64,1422.15,22
40.75 -74.155,69.55,417.32,6
40.9 -73.98,10.3,10.3,1
40.935 -74.095,120.65,120.65,1
40.485 -74.16,13.4,13.4,1
44.205 -78.18,15.36,15.36,1
41.195 -73.725,165.3,165.3,1
40.86 -73.85,32.11,385.35,12
41.105 -73.925,157.3,157.3,1
41.245 -73.365,162.05,162.05,1
40.84 -73.535,143.5,143.5,1
40.675 -74.415,144.3,144.3,1
40.635 -74.2,207.25,207.25,1
42.2 -65.79,13.56,13.56,1
40.81 -73.675,38.57,77.15,2
41.065 -73.54,178.74,357.48,2
41.025 -73.525,150.3,150.3,1
40.49 -73.935,14.16,14.16,1
40.75 -73.835,18.92,1759.75,93
40.66 -74.19,161.6,161.6,1
54.755 -75.04,4.8,4.8,1
41.185 -73.865,56.8,113.6,2
40.8 -73.96,13.77,1474860.72,107078
40.765 -74.385,186.66,186.66,1
40.57 -74.345,86.78,433.91,5
40.95 -74.055,47.05,94.1,2
40.825 -73.865,23.75,1591.02,67
40.655 -74.35,138.5,138.5,1
40.835 -73.89,14.7,1205.07,82
40.745 -73.75,27.05,54.1,2
40.63 -74.13,85.29,85.29,1
40.875 -73.82,181.88,545.65,3
40.97 -73.835,10.3,10.3,1
40.89 -73.89,23.39,210.52,9
37.99 -75.12,19.75,19.75,1
40.61 -73.55,6.3,6.3,1
40.605 -73.975,16.63,748.17,45
39.81 -74.935,498.88,498.88,1
40.68 -73.93,15.1,18224.01,1207
41.235 -74.38,217.8,217.8,1
40.935 -73.84,68.19,409.13,6
40.7 -73.595,63.05,126.1,2
40.695 -73.87,33.3,99.9,3
40.785 -73.8,17.21,585.24,34
40.99 -73.85,157.29,314.58,2
39.15 -64.415,33.8,33.8,1
41.065 -73.445,129.8,129.8,1
40.73 -73.945,16.42,8455.89,515
40.53 -74.365,150.3,150.3,1
38.485 -65.96,13.56,13.56,1
40.885 -73.83,25.01,175.1,7
40.77 -74.005,14.13,1582.27,112
41.06 -73.62,132.36,132.36,1
40.975 -73.885,74.6,149.2,2
41.115 -74.4,7.73,15.46,2
40.865 -74.215,91.35,91.35,1
40.59 -73.92,11.03,33.09,3
40.76 -74.085,57.7,692.34,12
40.865 -74.18,35.3,70.6,2
40.95 -74.285,211.6,211.6,1
37.835 -72.11,5.3,5.3,1
34.36 -84.235,16.56,16.56,1
40.63 -73.975,18.93,3918.86,207
40.745 -73.82,21.78,108.91,5
40.785 -74.21,9.8,9.8,1
42.98 -69.65,20.76,20.76,1
40.82 -74.36,9.3,9.3,1
40.74 -74.01,15.59,4344505.23,278727
40.415 -74.05,4.3,4.3,1
40.715 -74.025,18.94,814.26,43
40.695 -73.895,20.74,705.14,34
40.655 -73.625,118.56,118.56,1
40.795 -73.445,85.3,85.3,1
40.59 -73.96,33.51,2446.12,73
40.81 -74.085,68.13,204.4,3
40.87 -73.95,19.13,76.54,4
40.645 -73.575,121.3,121.3,1
40.725 -73.855,21.09,28368.96,1345
41.025 -74.245,230.76,230.76,1
40.82 -73.925,13.39,29088.15,2172
40.71 -74.195,12.11,48.46,4
41.11 -73.42,116.3,116.3,1
41.195 -73.67,220.63,220.63,1
42.99 -76.785,15.3,15.3,1
40.76 -74.225,79.47,1112.6,14
40.59 -73.685,63.77,127.55,2
40.81 -73.215,250.8,250.8,1
40.8 -74.29,216.35,216.35,1
40.88 -73.86,17.43,505.59,29
40.605 -74.05,20.07,80.26,4
40.61 -74.105,14.5,72.49,5
40.93 -74.06,120.05,120.05,1
41.215 -73.82,184.07,184.07,1
40.74 -73.825,25.11,1857.95,74
40.855 -74.05,54.94,329.64,6
40.645 -73.935,16.87,337.3,20
44.32 -67.57,13.3,13.3,1
40.7 -74.075,47.01,376.1,8
40.725 -74.185,32.43,227.04,7
40.645 -73.585,13.6,68.0,5
40.69 -73.795,14.12,225.91,16
40.79 -74.23,130.3,130.3,1
41.18 -73.185,210.8,210.8,1
40.77 -73.405,175.3,175.3,1
40.865 -74.095,100.35,100.35,1
40.92 -73.82,92.54,462.71,5
43.005 -71.075,14.36,158.0,11
34.735 -73.875,14.79,59.18,4
43.81 -76.955,60.3,60.3,1
40.87 -74.43,142.55,142.55,1
40.55 -74.33,200.3,200.3,1
40.895 -73.985,9.8,9.8,1
40.645 -73.895,14.65,541.99,37
40.69 -73.865,17.57,1686.95,96
43.975 -78.185,10.8,10.8,1
41.125 -74.86,11.78,23.56,2
40.355 -74.6,268.5,537.01,2
40.82 -73.93,14.6,30314.33,2077
41.095 -73.55,180.96,180.96,1
40.66 -74.315,121.3,121.3,1
40.955 -73.73,152.32,609.28,4
41.15 -73.93,2.05,4.1,2
40.685 -74.005,18.8,20177.13,1073
40.695 -74.1,35.61,213.68,6
40.73 -73.9,13.61,2367.69,174
40.655 -73.56,100.3,100.3,1
39.57 -81.39,40.95,40.95,1
40.605 -74.005,27.78,1944.94,70
40.715 -73.875,15.92,891.63,56
41.0 -73.785,131.79,131.79,1
40.725 -74.075,57.17,2172.31,38
40.835 -74.03,14.05,28.1,2
40.6 -74.015,10.68,42.7,4
40.745 -74.105,37.85,75.7,2
40.55 -74.005,19.13,38.26,2
40.605 -74.105,10.8,10.8,1
40.695 -73.855,20.66,6488.09,314
40.57 -74.23,3.3,3.3,1
40.73 -74.1,23.04,69.12,3
40.925 -74.315,125.3,125.3,1
40.75 -73.87,11.42,19034.38,1667
40.315 -74.625,204.81,1024.05,5
40.695 -73.63,73.1,219.29,3
41.045 -73.56,235.55,471.1,2
41.125 -73.795,61.3,61.3,1
40.685 -73.905,20.33,1829.55,90
40.715 -73.845,17.19,360.91,21
40.835 -74.355,43.3,86.6,2
40.92 -73.945,12.33,24.66,2
24.63 -77.595,19.56,19.56,1
40.765 -73.645,77.23,154.46,2
40.455 -74.29,185.6,185.6,1
40.67 -73.445,117.3,117.3,1
40.565 -74.19,80.3,80.3,1
40.635 -74.145,78.03,156.05,2
40.495 -74.03,10.56,10.56,1
41.1 -73.72,186.69,373.38,2
40.685 -73.58,12.87,38.62,3
84.495 -88.865,12.36,12.36,1
40.71 -73.61,60.8,121.6,2
40.7 -74.005,20.72,3397.9,164
40.69 -73.615,93.97,281.9,3
40.56 -73.595,7.97,15.94,2
40.39 -74.535,24.35,24.35,1
40.85 -73.865,20.5,1455.58,71
40.705 -73.885,19.75,454.15,23
40.72 -74.085,68.22,682.24,10
40.625 -73.835,15.41,61.62,4
40.695 -73.6,6.62,6.62,1
40.61 -74.31,77.92,77.92,1
40.83 -74.205,97.25,486.25,5
40.61 -73.92,21.53,1248.74,58
41.175 -73.83,3.8,3.8,1
40.825 -74.365,11.8,11.8,1
40.745 -73.69,4.3,4.3,1
40.855 -73.91,16.03,3061.47,191
31.205 -81.865,17.3,17.3,1
40.79 -73.12,185.8,185.8,1
40.665 -74.215,103.47,310.4,3
40.875 -74.075,18.3,18.3,1
40.83 -73.93,19.87,18403.27,926
40.68 -73.725,7.63,22.9,3
41.09 -73.815,223.38,446.76,2
40.895 -74.08,69.05,69.05,1
40.78 -73.91,19.75,12324.84,624
40.93 -73.855,91.23,364.9,4
40.665 -73.93,15.18,6965.56,459
40.89 -74.04,3.8,3.8,1
40.93 -73.98,72.42,144.85,2
41.03 -73.835,119.6,119.6,1
40.66 -73.51,69.75,69.75,1
40.725 -74.17,6.09,30.45,5
40.855 -74.17,81.54,815.37,10
40.69 -74.02,16.89,168.9,10
40.755 -73.595,67.61,67.61,1
40.69 -73.875,17.06,289.94,17
40.685 -74.07,34.49,413.91,12
40.74 -74.245,45.7,91.4,2
36.845 -87.73,18.3,18.3,1
40.895 -73.91,25.08,1028.28,41
40.53 -74.455,182.93,365.85,2
40.73 -74.085,8.3,8.3,1
40.705 -74.065,35.47,638.43,18
31.235 -72.22,18.3,18.3,1
36.415 -77.69,14.16,14.16,1
41.04 -74.84,9.3,18.6,2
40.81 -74.255,8.08,88.89,11
40.795 -74.065,68.02,816.24,12
40.58 -74.085,40.83,81.66,2
40.785 -74.0,28.54,2083.7,73
41.22 -73.685,5.3,5.3,1
40.78 -73.655,87.8,87.8,1
40.62 -74.22,0.3,0.3,1
40.84 -73.925,17.21,2220.4,129
41.0 -74.205,131.8,131.8,1
40.525 -73.96,15.3,15.3,1
40.67 -74.05,9.6,48.02,5
40.45 -74.495,280.35,560.69,2
40.535 -73.83,15.36,15.36,1
40.7 -73.835,15.09,950.63,63
40.865 -73.645,140.1,140.1,1
41.02 -74.08,169.3,169.3,1
40.965 -73.785,101.88,203.76,2
40.59 -73.99,29.04,493.65,17
40.945 -73.885,46.54,93.08,2
40.935 -73.885,35.3,35.3,1
40.64 -74.005,21.2,932.69,44
40.74 -73.87,13.24,2766.22,209
41.735 -70.2,6.36,6.36,1
40.785 -74.465,182.39,182.39,1
40.74 -74.145,70.8,70.8,1
40.99 -73.985,12.8,12.8,1
45.15 -74.085,4.3,4.3,1
40.88 -73.99,70.73,1202.4,17
40.725 -74.155,134.72,269.45,2
28.99 -57.385,12.3,12.3,1
41.14 -73.36,42.85,42.85,1
40.645 -73.74,16.3,16.3,1
40.62 -74.175,39.8,39.8,1
40.805 -74.37,14.89,59.56,4
41.53 -74.33,18.8,18.8,1
40.66 -73.78,37.61,1165.89,31
40.695 -74.305,33.36,166.81,5
40.74 -73.605,88.52,973.68,11
40.79 -73.785,113.87,910.99,8
40.595 -74.085,14.63,29.26,2
40.425 -74.57,215.3,215.3,1
40.66 -73.595,40.3,40.3,1
40.86 -73.475,156.3,156.3,1
40.735 -73.95,16.37,45645.11,2789
40.65 -73.765,48.95,97.91,2
40.71 -73.87,25.97,1324.44,51
43.085 -73.805,30.3,30.3,1
33.935 -68.24,9.96,9.96,1
40.59 -73.94,28.47,626.45,22
40.655 -74.11,7.56,7.56,1
40.83 -73.89,14.27,1398.84,98
40.575 -74.58,136.8,136.8,1
40.62 -73.78,12.89,51.55,4
40.72 -74.15,68.19,613.67,9
40.625 -73.645,128.3,128.3,1
40.495 -73.925,11.8,11.8,1
40.625 -73.925,25.77,618.47,24
37.925 -77.945,6.8,6.8,1
41.06 -74.055,120.3,360.9,3
40.875 -73.985,42.49,764.87,18
40.825 -73.235,190.8,190.8,1
40.735 -74.235,166.3,166.3,1
40.735 -74.085,60.73,303.66,5
40.61 -73.98,16.73,853.42,51
41.15 -73.435,204.36,204.36,1
41.09 -73.86,0.3,0.3,1
40.695 -74.04,17.56,87.82,5
41.21 -73.885,90.3,90.3,1
40.98 -73.815,54.94,219.76,4
40.855 -73.84,24.36,341.06,14
40.6 -73.945,27.01,567.16,21
40.89 -73.905,29.57,2247.65,76
40.715 -74.195,91.3,456.52,5
40.76 -72.695,12.3,12.3,1
40.77 -74.15,103.8,207.6,2
40.55 -74.41,201.44,402.88,2
40.6 -73.79,44.31,177.25,4
40.885 -74.035,47.11,141.34,3
40.78 -74.37,6.8,6.8,1
40.75 -74.235,3.3,6.6,2
40.675 -73.78,25.11,251.1,10
40.845 -74.18,14.7,14.7,1
40.855 -74.48,204.35,204.35,1
40.54 -74.305,120.3,120.3,1
6.64 -110.18,72.92,72.92,1
40.92 -73.895,36.6,182.99,5
41.14 -73.31,52.8,52.8,1
41.09 -73.855,81.77,163.53,2
40.76 -74.345,22.8,22.8,1
38.725 -70.475,22.8,22.8,1
40.875 -73.935,12.24,61.22,5
40.675 -74.01,20.24,4332.42,214
40.74 -73.93,18.32,11799.25,644
40.73 -73.42,99.88,599.3,6
40.735 -74.28,126.76,633.8,5
40.745 -74.185,105.3,105.3,1
40.7 -74.125,50.23,100.46,2
41.02 -74.1,120.05,120.05,1
45.805 -77.215,8.5,8.5,1
40.93 -73.06,286.8,286.8,1
40.745 -73.65,84.3,84.3,1
40.82 -73.6,78.05,234.15,3
41.105 -73.865,216.36,216.36,1
40.94 -74.025,145.8,291.6,2
40.735 -73.73,47.62,761.89,16
40.685 -74.295,113.6,113.6,1
40.735 -74.15,73.72,294.9,4
40.88 -73.88,20.65,4172.01,202
40.25 -74.15,7.8,7.8,1
40.83 -73.825,16.46,296.23,18
40.775 -74.005,13.59,652.29,48
40.965 -74.215,57.8,57.8,1
40.625 -73.93,20.17,1250.28,62
40.7 -73.635,10.8,10.8,1
40.705 -73.995,19.41,117035.92,6031
40.73 -73.965,12.25,685.92,56
40.65 -73.965,18.78,12189.93,649
40.755 -74.11,70.0,700.02,10
40.875 -73.925,14.97,329.33,22
40.615 -74.155,19.11,76.45,4
41.075 -73.53,229.8,229.8,1
40.675 -73.475,147.97,295.93,2
40.905 -74.12,68.13,204.4,3
41.455 -74.215,9.8,9.8,1
40.755 -73.81,11.31,135.76,12
40.855 -73.895,19.75,1599.75,81
40.61 -74.095,101.9,407.58,4
40.67 -73.95,16.97,35393.32,2086
40.44 -74.255,0.31,0.31,1
53.785 -64.76,20.37,20.37,1
40.72 -74.06,20.45,224.94,11
40.695 -74.085,18.82,150.6,8
42.78 -75.145,11.16,11.16,1
40.82 -74.11,81.55,244.65,3
41.1 -73.53,20.3,20.3,1
40.74 -73.185,147.8,295.6,2
40.785 -73.11,215.15,430.3,2
40.93 -74.71,12.36,61.81,5
40.85 -73.785,35.29,282.34,8
38.875 -76.97,643.8,643.8,1
40.71 -73.835,14.85,1276.94,86
40.715 -73.635,112.69,225.37,2
40.69 -73.78,16.48,263.68,16
40.81 -73.62,94.0,94.0,1
40.67 -74.015,20.46,81.86,4
40.62 -73.81,17.25,17.25,1
40.885 -74.255,124.84,1373.24,11
39.79 -76.595,44.76,44.76,1
43.93 -57.59,12.3,12.3,1
40.825 -74.345,8.8,17.6,2
40.195 -74.61,109.46,218.92,2
40.69 -73.94,14.84,12376.23,834
40.68 -73.98,16.52,343130.0,20767
40.67 -74.105,39.97,119.9,3
40.65 -74.18,51.3,51.3,1
40.775 -74.05,11.58,23.16,2
36.45 -68.62,6.3,6.3,1
40.835 -73.625,150.0,150.0,1
40.66 -75.06,368.45,368.45,1
40.73 -74.07,55.72,2786.22,50
40.805 -74.095,14.0,14.0,1
41.225 -74.115,9.96,19.92,2
40.475 -74.225,12.8,12.8,1
40.955 -73.945,76.3,76.3,1
40.855 -74.07,88.41,353.65,4
40.72 -73.63,56.19,224.76,4
40.855 -73.59,205.3,205.3,1
40.675 -73.515,187.5,187.5,1
40.6 -74.345,144.35,144.35,1
40.655 -73.755,6.8,6.8,1
41.14 -73.81,167.84,167.84,1
36.6 -75.84,15.3,15.3,1
41.05 -73.575,131.7,526.81,4
40.845 -74.27,5.8,5.8,1
40.445 -74.37,225.3,225.3,1
40.865 -74.17,74.05,148.1,2
40.345 -74.34,40.8,40.8,1
41.075 -74.05,13.8,13.8,1
40.765 -74.145,76.15,380.75,5
40.735 -74.065,46.84,4730.99,101
40.44 -74.51,291.61,291.61,1
41.025 -73.805,147.98,443.94,3
40.865 -74.07,112.19,448.76,4
40.7 -73.83,16.33,4359.22,267
40.58 -74.05,20.76,20.76,1
40.84 -73.96,5.8,5.8,1
41.215 -73.215,5.8,5.8,1
40.97 -73.95,97.14,679.95,7
40.335 -73.92,17.97,89.86,5
38.035 -78.22,59.8,59.8,1
40.97 -74.235,110.3,110.3,1
40.825 -73.7,150.26,150.26,1
40.665 -74.1,59.29,237.16,4
40.88 -74.27,148.3,148.3,1
41.145 -73.33,300.34,300.34,1
39.625 -67.7,14.3,14.3,1
40.74 -74.18,48.32,241.58,5
40.87 -73.45,218.51,218.51,1
40.625 -74.15,103.15,412.61,4
46.78 -71.35,10.37,10.37,1
40.72 -73.755,41.64,333.11,8
40.675 -73.795,28.97,637.37,22
40.925 -73.875,164.75,164.75,1
40.74 -73.525,157.25,157.25,1
40.74 -74.19,68.17,204.5,3
40.86 -74.215,11.44,11.44,1
40.96 -74.245,300.09,300.09,1
40.71 -73.605,61.72,246.88,4
40.97 -74.185,18.36,18.36,1
40.77 -74.035,37.51,937.71,25
40.735 -73.65,0.3,0.3,1
45.83 -78.385,6.8,6.8,1
40.36 -78.375,18.36,18.36,1
40.87 -74.165,18.3,18.3,1
40.86 -74.525,228.36,228.36,1
41.06 -73.57,174.3,174.3,1
40.72 -74.715,9.36,9.36,1
40.795 -74.21,115.82,347.45,3
40.465 -73.87,11.16,11.16,1
40.615 -74.14,61.8,185.39,3
40.815 -73.925,13.62,12314.21,904
36.79 -71.185,22.56,22.56,1
40.66 -74.04,12.36,12.36,1
40.835 -74.335,13.49,53.96,4
40.87 -73.88,17.15,1595.32,93
40.795 -74.265,134.97,269.93,2
40.93 -73.96,93.3,373.2,4
41.035 -74.12,107.05,214.1,2
40.545 -74.5,250.0,250.0,1
40.945 -74.155,102.3,102.3,1
40.57 -74.36,141.03,282.05,2
40.83 -74.02,12.7,101.57,8
40.775 -74.025,44.67,2367.63,53
40.785 -73.935,16.16,517.18,32
39.135 -75.295,7.3,7.3,1
53.51 -54.83,27.96,27.96,1
40.885 -73.81,106.34,425.36,4
40.57 -73.905,11.16,11.16,1
40.68 -73.73,62.94,881.22,14
40.75 -74.17,77.97,467.81,6
40.9 -74.02,12.49,49.95,4
40.78 -74.185,120.55,120.55,1
40.675 -73.685,42.91,128.73,3
40.705 -74.385,17.93,71.7,4
29.095 -72.94,7.25,7.25,1
40.88 -72.56,200.3,200.3,1
40.78 -74.22,0.3,0.3,1
40.55 -73.92,13.79,41.36,3
40.765 -74.325,23.79,23.79,1
40.665 -73.995,18.68,67349.72,3605
40.63 -73.785,69.6,69.6,1
36.99 -76.38,20.0,20.0,1
40.585 -73.94,25.98,883.2,34
40.62 -74.035,22.85,2102.32,92
40.535 -74.025,15.8,15.8,1
40.9 -73.9,34.14,512.11,15
54.915 -74.165,7.3,7.3,1
40.275 -74.61,16.3,16.3,1
34.025 -69.38,12.3,12.3,1
40.705 -73.985,19.2,48699.09,2537
40.735 -73.905,28.17,3070.24,109
40.585 -73.675,42.42,169.7,4
40.635 -73.79,51.71,1189.43,23
40.915 -73.865,13.51,40.54,3
40.625 -74.175,32.16,32.16,1
40.84 -73.97,70.25,913.19,13
41.02 -73.845,23.3,23.3,1
40.84 -73.785,24.71,148.29,6
40.615 -74.225,78.55,157.1,2
40.715 -73.755,14.4,504.07,35
40.765 -74.08,65.58,3344.76,51
40.755 -73.99,14.0,15549744.41,1110338
40.715 -73.705,131.31,1050.46,8
41.355 -74.185,12.36,12.36,1
40.69 -73.965,15.61,68184.64,4367
41.015 -73.605,218.3,218.3,1
40.535 -74.335,160.8,160.8,1
40.705 -74.005,20.28,5002583.76,246732
40.745 -74.11,4.8,4.8,1
40.745 -73.765,58.02,174.06,3
40.755 -73.535,49.87,199.49,4
40.59 -73.66,93.8,375.2,4
40.71 -73.775,18.99,303.87,16
40.53 -74.33,186.42,559.25,3
32.905 -76.505,28.56,28.56,1
40.835 -74.16,62.45,187.34,3
40.615 -73.81,23.8,23.8,1
40.25 -74.13,5.8,5.8,1
40.57 -73.89,9.63,9.63,1
40.59 -73.68,120.3,120.3,1
41.07 -73.615,187.63,187.63,1
40.64 -73.675,15.3,15.3,1
41.085 -73.865,149.77,449.31,3
40.555 -74.435,161.3,322.6,2
40.76 -73.7,48.14,288.85,6
40.735 -73.54,43.97,131.9,3
40.67 -73.89,19.41,737.61,38
40.925 -73.755,54.41,435.25,8
40.595 -74.0,23.38,1753.18,75
43.255 -78.395,8.16,8.16,1
41.04 -74.03,159.21,318.41,2
40.725 -73.59,103.28,6609.97,64
40.495 -74.055,8.3,8.3,1
41.14 -73.425,269.51,808.54,3
40.995 -73.845,154.13,154.13,1
40.73 -73.89,23.76,3612.0,152
40.44 -74.16,318.3,318.3,1
40.475 -73.51,10.56,10.56,1
40.715 -73.675,50.63,405.07,8
40.94 -74.27,29.6,59.2,2
40.755 -73.78,13.03,65.15,5
50.365 -87.835,12.96,12.96,1
40.685 -73.54,17.66,211.88,12
40.955 -74.08,77.3,77.3,1
40.99 -74.03,38.62,463.38,12
40.34 -74.56,325.3,325.3,1
37.39 -72.5,14.3,14.3,1
40.79 -73.865,15.1,60.4,4
40.62 -73.905,26.86,188.04,7
39.025 -76.965,7.8,7.8,1
33.94 -73.485,7.3,7.3,1
40.825 -74.34,6.3,6.3,1
41.02 -73.73,202.3,202.3,1
40.605 -74.09,11.48,57.4,5
40.94 -74.555,6.3,6.3,1
41.005 -73.45,10.8,10.8,1
40.82 -74.025,14.66,58.66,4
40.865 -73.52,160.3,160.3,1
41.015 -74.135,140.3,140.3,1
44.75 -76.54,13.3,13.3,1
40.645 -74.575,2.55,2.55,1
41.215 -73.17,350.8,350.8,1
40.305 -73.98,360.36,360.36,1
40.825 -73.94,13.79,116267.94,8430
40.805 -74.335,17.16,34.32,2
40.805 -74.155,160.55,160.55,1
40.94 -73.825,79.46,1033.02,13
40.775 -73.565,173.21,173.21,1
40.72 -74.08,17.05,3068.22,180
40.915 -74.515,200.05,200.05,1
41.015 -73.905,142.6,285.2,2
41.08 -73.86,113.0,339.01,3
41.025 -73.62,231.6,231.6,1
40.655 -73.555,116.72,466.87,4
40.635 -74.06,8.16,8.16,1
40.975 -73.87,175.45,350.9,2
40.755 -73.92,14.64,146432.22,10002
40.785 -73.99,14.19,1163.69,82
40.745 -73.88,15.45,7185.49,465
40.69 -73.79,9.1,81.92,9
40.58 -73.965,13.3,864.2,65
42.35 -71.075,750.31,750.31,1
40.895 -74.185,9.96,9.96,1
42.36 -69.61,26.3,26.3,1
40.725 -73.945,15.97,55852.55,3497
41.005 -73.69,100.8,100.8,1
40.725 -73.76,24.39,1073.05,44
40.95 -73.805,123.41,123.41,1
41.075 -73.66,160.3,160.3,1
40.745 -74.165,80.61,1692.8,21
36.065 -76.315,10.8,10.8,1
40.94 -74.12,92.91,1022.06,11
40.685 -73.755,31.88,127.5,4
0.005 -73.985,14.8,14.8,1
40.705 -74.02,18.39,184787.72,10050
40.8 -74.195,190.3,190.3,1
41.04 -73.575,205.63,822.54,4
40.635 -73.78,58.6,351.58,6
40.7 -74.01,21.33,625797.42,29332
39.495 -75.735,7.56,7.56,1
40.53 -74.3,21.8,21.8,1
40.355 -74.04,324.44,324.44,1
40.705 -73.835,20.7,3187.85,154
40.705 -73.89,18.82,752.62,40
40.685 -73.885,18.94,246.26,13
40.805 -74.075,47.05,940.94,20
40.555 -74.195,4.05,8.1,2
40.665 -73.74,65.97,2770.53,42
28.745 -76.515,8.8,8.8,1
40.885 -74.555,100.3,100.3,1
40.695 -73.925,15.68,15347.89,979
40.695 -73.745,22.53,428.06,19
40.66 -73.75,17.68,141.44,8
40.52 -73.88,6.36,6.36,1
40.73 -73.995,13.56,4977584.74,367132
40.675 -73.835,40.75,7049.71,173
40.86 -74.165,162.55,162.55,1
40.65 -74.38,108.35,108.35,1
40.67 -73.97,16.56,10766.43,650
41.04 -73.665,111.93,223.86,2
40.71 -74.39,85.33,170.65,2
40.755 -74.345,10.13,20.26,2
40.34 -72.87,12.36,12.36,1
44.87 -66.155,18.3,18.3,1
40.705 -73.86,22.29,1181.33,53
40.68 -74.115,17.8,35.6,2
40.645 -74.35,130.3,130.3,1
42.315 -71.235,5.3,5.3,1
40.625 -73.975,15.47,2383.07,154
40.94 -72.32,180.36,180.36,1
40.66 -74.295,151.05,302.1,2
41.07 -73.75,60.3,120.6,2
40.74 -74.035,54.29,22042.43,406
40.92 -74.315,12.05,36.16,3
40.75 -74.0,13.15,2935906.98,223195
40.95 -73.835,35.36,141.45,4
40.97 -73.73,175.35,175.35,1
42.605 -71.25,45.4,45.4,1
40.865 -74.21,12.96,12.96,1
40.66 -73.99,18.8,17542.53,933
40.625 -73.82,7.56,7.56,1
40.63 -73.95,26.88,2741.5,102
40.71 -74.05,45.81,366.5,8
40.845 -73.88,12.62,555.44,44
41.05 -73.815,124.15,372.45,3
40.89 -74.22,33.37,166.83,5
40.7 -73.43,0.3,0.3,1
40.755 -73.985,14.74,11819687.74,801862
40.89 -74.335,14.54,43.62,3
32.23 -77.05,9.49,9.49,1
42.305 -77.685,10.8,10.8,1
37.175 -73.8,10.8,10.8,1
32.495 -82.085,15.3,15.3,1
52.87 -103.715,6.8,6.8,1
40.585 -74.075,52.13,52.13,1
40.525 -73.49,8.76,8.76,1
41.7 -73.485,38.84,38.84,1
41.025 -74.115,79.55,159.1,2
40.83 -74.245,95.05,95.05,1
40.82 -74.125,75.06,225.18,3
40.75 -73.95,16.14,92910.79,5757
40.71 -73.76,35.37,212.2,6
40.56 -74.31,202.51,202.51,1
40.955 -74.225,117.47,587.37,5
40.73 -73.61,130.63,130.63,1
40.82 -74.37,8.3,8.3,1
41.075 -73.86,89.33,178.65,2
40.095 -75.2,320.8,320.8,1
40.62 -73.77,12.42,37.26,3
38.06 -77.03,10.14,10.14,1
40.96 -73.735,118.41,355.24,3
40.64 -73.81,54.28,217.11,4
